"Name","Chromosome","Region","Expression value","TPM","RPKM","Gene length","Unique gene reads","Total gene reads"
"mcr15","NC_000962.3","complement(1535417..1535716)","19","1.1858241804","0","300","19","19"
"Miotto_candidate_202","NC_000962.3","1535446..1535558","0","0","0","113","0","0"
"IGR326_Rodriguez_Rv1363c-Rv1364c","NC_000962.3","1535603..1535667","0","0","0","65","0","0"
"Rv1364c","NC_000962.3","complement(1535683..1537644)","682","6.5083863754","0","1962","682","682"
"rsfA","NC_000962.3","complement(1537783..1538169)","100","4.8381239509","0","387","100","100"
"Miotto_candidate_203","NC_000962.3","1538142..1538176","0","0","0","35","0","0"
"Rv1366","NC_000962.3","1538390..1539211","54","1.2300135563","0","822","54","54"
"Rv1366A","NC_000962.3","1539180..1539440","89","6.3846552966","0","261","89","89"
"IGR327_Rodriguez_Rv1366A-Rv1367c","NC_000962.3","1539401..1539485","9","1.9824924378","0","85","9","9"
"Rv1367c","NC_000962.3","complement(1539512..1540645)","54","0.8915971281","0","1134","54","54"
"IGR328_Rodriguez_Rv1367c-Rv1368","NC_000962.3","1540818..1540914","5","0.9651309119","0","97","5","5"
"lprF","NC_000962.3","1541020..1541805","529","12.6014662799","0","786","529","529"
"Rv1371","NC_000962.3","1543359..1544828","29","0.3693759531","0","1470","29","29"
"Rv1372","NC_000962.3","1544825..1546006","219","3.4690822268","0","1182","219","219"
"Miotto_candidate_1206","NC_000962.3","complement(1545827..1545862)","0","0","0","36","0","0"
"Rv1373","NC_000962.3","1546012..1546992","294","5.6113360539","0","981","294","294"
"Rv1374c","NC_000962.3","complement(1547072..1547530)","8","0.3263362037","0","459","8","8"
"MTS1082","NC_000962.3","1547129..1547268","56","7.489415876","0","140","56","56"
"IGR329_Rodriguez_Rv1374c-Rv1375","NC_000962.3","1547507..1547846","74","4.0751233443","0","340","74","74"
"Rv1375","NC_000962.3","1547832..1549151","199","2.8227154533","0","1320","199","199"
"Miotto_candidate_1207","NC_000962.3","complement(1548720..1548760)","0","0","0","41","0","0"
"Rv1376","NC_000962.3","1549148..1550641","131","1.6417561576","0","1494","131","131"
"Rv1377c","NC_000962.3","complement(1550579..1551217)","403","11.8084295697","0","639","403","403"
"Rv1378c","NC_000962.3","complement(1551228..1552655)","661","8.666848554","0","1428","661","661"
"pyrR","NC_000962.3","1552654..1553235","119","3.828352617","0","582","119","119"
"pyrB","NC_000962.3","1553232..1554191","29","0.5656069281","0","960","29","29"
"pyrC","NC_000962.3","1554188..1555480","110","1.5928765397","0","1293","110","110"
"Rv1382","NC_000962.3","1555477..1555974","49","1.8422759936","0","498","49","49"
"carA","NC_000962.3","1555971..1557101","140","2.3176795372","0","1131","140","140"
"carB","NC_000962.3","1557101..1560448","387","2.1642801254","0","3348","387","387"
"Miotto_candidate_1208","NC_000962.3","complement(1557160..1557195)","0","0","0","36","0","0"
"Miotto_candidate_1209","NC_000962.3","complement(1557439..1557473)","0","0","0","35","0","0"
"Miotto_candidate_1210","NC_000962.3","complement(1557540..1557597)","0","0","0","58","0","0"
"Miotto_candidate_1211","NC_000962.3","complement(1559620..1559658)","0","0","0","39","0","0"
"pyrF","NC_000962.3","1560445..1561269","49","1.1120647816","0","825","49","49"
"IGR330_Rodriguez_Rv1385-Rv1386","NC_000962.3","complement(1561326..1561387)","0","0","0","62","0","0"
"Miotto_candidate_1212","NC_000962.3","complement(1561384..1561627)","16","1.2277730944","0","244","16","16"
"IGR331_Rodriguez_Rv1385-Rv1386","NC_000962.3","1561401..1561505","0","0","0","105","0","0"
"PE15","NC_000962.3","1561464..1561772","134","8.1195932636","0","309","134","134"
"PPE20","NC_000962.3","1561769..1563388","2427","28.0506363133","0","1620","2427","2427"
"IGR332_Rodriguez_Rv1387-Rv1388","NC_000962.3","1563304..1563604","436","27.1211405476","0","301","436","436"
"IGR333_Rodriguez_Rv1387-Rv1388","NC_000962.3","1563628..1563749","13","1.9951312784","0","122","13","13"
"mihF","NC_000962.3","1563694..1564266","1066","34.8329726169","0","573","1066","1066"
"IGR334_Rodriguez_Rv1388-Rv1389","NC_000962.3","1564285..1564382","204","38.9755315995","0","98","204","204"
"gmk","NC_000962.3","1564401..1565027","1115","33.296246817","0","627","1115","1115"
"Miotto_candidate_1213","NC_000962.3","complement(1565023..1565069)","0","0","0","47","0","0"
"Miotto_candidate_206","NC_000962.3","1565027..1565083","9","2.9563483721","0","57","9","9"
"rpoZ","NC_000962.3","1565093..1565425","1947","109.4736689979","0","333","1947","1947"
"dfp","NC_000962.3","1565441..1566697","18744","279.1997040161","0","1257","18611","18744"
"IGR335_Rodriguez_Rv1391-Rv1392","NC_000962.3","1566498..1567079","905","29.1147825075","0","582","800","905"
"metK","NC_000962.3","1566825..1568036","4297","66.3820544948","0","1212","4047","4297"
"Miotto_candidate_1214","NC_000962.3","complement(1568060..1568093)","0","0","0","34","0","0"
"Miotto_candidate_207","NC_000962.3","1568060..1568094","0","0","0","35","0","0"
"Rv1393c","NC_000962.3","complement(1568109..1569587)","859","10.8745913412","0","1479","859","859"
"cyp132","NC_000962.3","complement(1569584..1570969)","726","9.807568409","0","1386","726","726"
"IGR336_Rodriguez_Rv1394c-Rv1395","NC_000962.3","complement(1570992..1571093)","2","0.3671282292","0","102","2","2"
"Rv1395","NC_000962.3","1571047..1572081","288","5.2100284355","0","1035","288","288"
"PE_PGRS25","NC_000962.3","complement(1572127..1573857)","3092","33.4449362919","0","1731","3092","3092"
"Miotto_candidate_1215","NC_000962.3","complement(1573865..1574028)","361","41.2146209029","0","164","361","361"
"vapC10","NC_000962.3","complement(1574112..1574513)","8252","384.3448993069","0","402","8252","8252"
"vapB10","NC_000962.3","complement(1574510..1574767)","80149","5816.5619480961","0","258","80149","80149"
"Miotto_candidate_208","NC_000962.3","1574731..1574765","0","0","0","35","0","0"
"nlhH","NC_000962.3","complement(1574850..1575809)","262","5.1099660404","0","960","262","262"
"lipI","NC_000962.3","complement(1575834..1576796)","890","17.304205944","0","963","890","890"
"Rv1401","NC_000962.3","1576930..1577532","364","11.3024352357","0","603","364","364"
"priA","NC_000962.3","1577613..1579580","273","2.5973202924","0","1968","273","273"
"Rv1403c","NC_000962.3","complement(1579598..1580422)","144","3.2681087459","0","825","144","144"
"Rv1404","NC_000962.3","1580591..1581073","946","36.6717775294","0","483","946","946"
"Rv1405c","NC_000962.3","complement(1581145..1581969)","750","17.0213997181","0","825","750","750"
"fmt","NC_000962.3","1582166..1583104","173","3.4495978342","0","939","173","173"
"fmu","NC_000962.3","1583101..1584474","177","2.4119843705","0","1374","177","177"
"rpe","NC_000962.3","1584499..1585197","428","11.4644849604","0","699","428","428"
"ribG","NC_000962.3","1585194..1586213","591","10.8486391733","0","1020","591","591"
"P55","NC_000962.3","complement(1586210..1587766)","5562","66.8852458288","0","1557","5562","5562"
"lprG","NC_000962.3","complement(1587772..1588482)","1227","32.3119313636","0","711","1227","1227"
"ribC","NC_000962.3","1588567..1589172","196","6.0557983156","0","606","196","196"
"IGR337_Rodriguez_Rv1412-Rv1413","NC_000962.3","1589261..1589378","26","4.1255256944","0","118","26","26"
"Rv1413","NC_000962.3","1589386..1589901","132","4.7897427114","0","516","132","132"
"Rv1414","NC_000962.3","1589891..1590292","35","1.6301589282","0","402","35","35"
"ribA2","NC_000962.3","1590397..1591674","1814","26.5762918604","0","1278","1814","1814"
"ribH","NC_000962.3","1591671..1592153","546","21.1657405191","0","483","546","546"
"Rv1417","NC_000962.3","1592150..1592614","120","4.8318812103","0","465","120","120"
"lprH","NC_000962.3","1592639..1593325","134","3.6520441317","0","687","134","134"
"Rv1419","NC_000962.3","1593505..1593978","213","8.4137425189","0","474","213","213"
"uvrC","NC_000962.3","1594042..1595982","439","4.2347418464","0","1941","439","439"
"Rv1421","NC_000962.3","1595979..1596884","279","5.7658582489","0","906","279","279"
"Miotto_candidate_1216","NC_000962.3","complement(1596860..1596924)","1","0.2880544568","0","65","1","1"
"Rv1422","NC_000962.3","1596881..1597909","506","9.207105037","0","1029","506","506"
"whiA","NC_000962.3","1597906..1598883","332","6.3560482383","0","978","332","332"
"Rv1424c","NC_000962.3","complement(1598893..1599654)","82","2.0148691005","0","762","82","82"
"Rv1425","NC_000962.3","1599658..1601037","1156","15.6843564359","0","1380","1156","1156"
"lipO","NC_000962.3","complement(1601059..1602321)","193","2.8611584799","0","1263","193","193"
"fadD12","NC_000962.3","complement(1602321..1603928)","240","2.7945581627","0","1608","240","240"
"Rv1428c","NC_000962.3","complement(1603932..1604759)","147","3.3241066841","0","828","147","147"
"Miotto_candidate_209","NC_000962.3","1603966..1604006","0","0","0","41","0","0"
"Rv1429","NC_000962.3","1604878..1606146","172","2.5377847334","0","1269","172","172"
"PE16","NC_000962.3","1606386..1607972","80","0.9438457311","0","1587","80","80"
"IGR338_Rodriguez_Rv1430-Rv1431","NC_000962.3","complement(1607935..1608035)","0","0","0","101","0","0"
"Rv1431","NC_000962.3","1608083..1609852","205","2.1685455573","0","1770","205","205"
"Rv1432","NC_000962.3","1609849..1611270","315","4.1476195516","0","1422","315","315"
"IGR339_Rodriguez_Rv1432-Rv1433","NC_000962.3","1611332..1611393","0","0","0","62","0","0"
"Rv1433","NC_000962.3","1611434..1612249","171","3.9236829497","0","816","171","171"
"Rv1434","NC_000962.3","1612256..1612393","32","4.3416903629","0","138","32","32"
"Rv1435c","NC_000962.3","complement(1612342..1612950)","2448","75.2630955024","0","609","2448","2448"
"gap","NC_000962.3","1613307..1614326","1041","19.1090243306","0","1020","1041","1041"
"Miotto_candidate_1217","NC_000962.3","complement(1613697..1613742)","0","0","0","46","0","0"
"Miotto_candidate_1218","NC_000962.3","complement(1613994..1614032)","0","0","0","39","0","0"
"pgk","NC_000962.3","1614329..1615567","896","13.5401868944","0","1239","896","896"
"Miotto_candidate_1219","NC_000962.3","complement(1615032..1615110)","0","0","0","79","0","0"
"tpi","NC_000962.3","1615564..1616349","458","10.9101541705","0","786","458","458"
"IGR340_Rodriguez_Rv1438-Rv1439c","NC_000962.3","complement(1616880..1616984)","3","0.5349582769","0","105","3","3"
"Rv1439c","NC_000962.3","complement(1616961..1617386)","228","10.0210494115","0","426","228","228"
"secG","NC_000962.3","1617837..1618070","245","19.6037060856","0","234","245","245"
"PE_PGRS26","NC_000962.3","complement(1618209..1619684)","148","1.877428099","0","1476","148","148"
"IGR341_Rodriguez_Rv1441c-Rv1442","NC_000962.3","complement(1619658..1619757)","0","0","0","100","0","0"
"bisC","NC_000962.3","1619791..1622091","3110","25.3064791116","0","2301","3110","3110"
"IGR342_Rodriguez_Rv1442-Rv1443c","NC_000962.3","1622135..1622197","0","0","0","63","0","0"
"Rv1443c","NC_000962.3","complement(1622207..1622692)","190","7.3199023479","0","486","190","190"
"Rv1444c","NC_000962.3","complement(1623287..1623697)","206","9.3845478738","0","411","206","206"
"Miotto_candidate_210","NC_000962.3","1623572..1623608","0","0","0","37","0","0"
"devB","NC_000962.3","complement(1623714..1624457)","515","12.9605147047","0","744","515","515"
"opcA","NC_000962.3","complement(1624454..1625365)","692","14.2068963437","0","912","692","692"
"Miotto_candidate_211","NC_000962.3","1625198..1625243","0","0","0","46","0","0"
"zwf2","NC_000962.3","complement(1625418..1626962)","1324","16.0452857925","0","1545","1324","1324"
"tal","NC_000962.3","complement(1626959..1628080)","1368","22.8287007984","0","1122","1368","1368"
"Miotto_candidate_212","NC_000962.3","1627210..1627255","0","0","0","46","0","0"
"Miotto_candidate_213","NC_000962.3","1627309..1627340","0","0","0","32","0","0"
"tkt","NC_000962.3","complement(1628097..1630199)","4989","44.4183259691","0","2103","4989","4989"
"Miotto_candidate_214","NC_000962.3","1628713..1628757","0","0","0","45","0","0"
"PE_PGRS27","NC_000962.3","complement(1630638..1634627)","287","1.3467809251","0","3990","221","287"
"Rv1451","NC_000962.3","1635029..1635955","727","14.6839410513","0","927","727","727"
"Miotto_candidate_1220","NC_000962.3","complement(1635442..1635486)","0","0","0","45","0","0"
"PE_PGRS28","NC_000962.3","complement(1636004..1638229)","95","0.7990728978","0","2226","73","95"
"Rv1453","NC_000962.3","1638381..1639646","26","0.3845276714","0","1266","26","26"
"Miotto_candidate_1221","NC_000962.3","complement(1639615..1639645)","0","0","0","31","0","0"
"qor","NC_000962.3","complement(1639674..1640660)","576","10.926807357","0","987","576","576"
"Miotto_candidate_215","NC_000962.3","1640048..1640110","0","0","0","63","0","0"
"Rv1455","NC_000962.3","1640680..1641543","102","2.2104178801","0","864","102","102"
"Rv1456c","NC_000962.3","complement(1641493..1642425)","71","1.4248352819","0","933","71","71"
"Rv1457c","NC_000962.3","complement(1642537..1643322)","144","3.4302668134","0","786","144","144"
"Rv1458c","NC_000962.3","complement(1643319..1644260)","218","4.3330484633","0","942","218","218"
"Rv1459c","NC_000962.3","complement(1644363..1646138)","464","4.8917355947","0","1776","464","464"
"Rv1460","NC_000962.3","1646186..1646992","1447","33.5724435333","0","807","1447","1447"
"Rv1461","NC_000962.3","1646989..1649529","5722","42.1629650161","0","2541","5722","5722"
"Rv1462","NC_000962.3","1649526..1650719","6871","107.746600678","0","1194","6871","6871"
"Rv1463","NC_000962.3","1650716..1651516","2414","56.4277463315","0","801","2414","2414"
"csd","NC_000962.3","1651518..1652771","4694","70.086359892","0","1254","4694","4694"
"Rv1465","NC_000962.3","1652768..1653256","1645","62.9861406747","0","489","1645","1645"
"Rv1466","NC_000962.3","1653231..1653578","2435","131.0109745546","0","348","2435","2435"
"IGR343_Rodriguez_Rv1466-Rv1467c","NC_000962.3","1653601..1653720","48","7.489415876","0","120","48","48"
"fadE15","NC_000962.3","complement(1653673..1655502)","774","7.919136459","0","1830","774","774"
"IGR344_Rodriguez_Rv1467c-Rv1468c","NC_000962.3","complement(1655441..1655612)","6","0.6531467334","0","172","6","6"
"PE_PGRS29","NC_000962.3","complement(1655609..1656721)","383","6.4430509445","0","1113","383","383"
"ctpD","NC_000962.3","1656963..1658936","46","0.4363134882","0","1974","46","46"
"Miotto_candidate_1222","NC_000962.3","complement(1658946..1659019)","0","0","0","74","0","0"
"Miotto_candidate_216","NC_000962.3","1658949..1658980","0","0","0","32","0","0"
"trxA","NC_000962.3","1658980..1659354","38","1.8973186886","0","375","38","38"
"trxB1","NC_000962.3","1659370..1659741","31","1.5602949742","0","372","31","31"
"IGR345_Rodriguez_Rv1471-Rv1472","NC_000962.3","1659730..1659782","0","0","0","53","0","0"
"echA12","NC_000962.3","1659763..1660620","429","9.361769845","0","858","429","429"
"Rv1473","NC_000962.3","1660656..1662284","445","5.114779105","0","1629","445","445"
"Rv1473A","NC_000962.3","1662381..1662572","31","3.0230715124","0","192","31","31"
"Rv1474c","NC_000962.3","complement(1662641..1663204)","238","7.901068167","0","564","238","238"
"acn","NC_000962.3","complement(1663215..1666046)","2176","14.3864485753","0","2832","2176","2176"
"Miotto_candidate_217","NC_000962.3","1664976..1665015","0","0","0","40","0","0"
"Rv1476","NC_000962.3","1666204..1666764","138","4.605790512","0","561","138","138"
"IGR346_Rodriguez_Rv1476-Rv1477","NC_000962.3","1666924..1667003","0","0","0","80","0","0"
"ripA","NC_000962.3","1666990..1668408","512","6.7557803532","0","1419","512","512"
"Rv1478","NC_000962.3","1668419..1669144","209","5.3901099107","0","726","209","209"
"IGR347_Rodriguez_Rv1478-Rv1479","NC_000962.3","1669138..1669240","6","1.0906916324","0","103","6","6"
"moxR1","NC_000962.3","1669283..1670416","1312","21.6625080011","0","1134","1312","1312"
"Rv1480","NC_000962.3","1670413..1671366","1103","21.6478661195","0","954","1103","1103"
"Miotto_candidate_1223","NC_000962.3","complement(1671243..1671282)","0","0","0","40","0","0"
"Rv1481","NC_000962.3","1671377..1672384","611","11.349288443","0","1008","611","611"
"Rv1482c","NC_000962.3","complement(1672457..1673299)","9","0.1998954415","0","843","9","9"
"fabG1","NC_000962.3","1673440..1674183","169","4.253062107","0","744","169","169"
"inhA","NC_000962.3","1674202..1675011","402","9.2924234017","0","810","402","402"
"hemZ","NC_000962.3","1675017..1676051","64","1.1577840968","0","1035","64","64"
"Rv1486c","NC_000962.3","complement(1676017..1676883)","1151","24.8567406956","0","867","1151","1151"
"Rv1487","NC_000962.3","1676941..1677375","796","34.2619255016","0","435","796","796"
"Rv1488","NC_000962.3","1677397..1678542","3324","54.3080680012","0","1146","3324","3324"
"IGR348_Rodriguez_Rv1488-Rv1489","NC_000962.3","complement(1678495..1678595)","36","6.6737369192","0","101","36","36"
"Rv1489","NC_000962.3","1678552..1678908","925","48.5133731462","0","357","925","925"
