Rv	gene	len	strand	H37Rv_1B_1	H37Rv_1B_2	H37Rv_1B_3	H37Rv_2G1B_1	H37Rv_2G1B_2	H37Rv_2G1B_3	H37Rv_4G_1	H37Rv_4G_2	H37Rv_4G_3	H37Rv_HiFe_1	H37Rv_HiFe_2	H37Rv_HiFe_3	H37Rv_LoFe_1D_1	H37Rv_LoFe_1D_2	H37Rv_LoFe_1D_3	H37Rv_LoFe_1W_1	H37Rv_LoFe_1W_2	H37Rv_LoFe_1W_3	H37Rv_TOL_1	H37Rv_TOL_2	H37Rv_TOL_LpH_1	H37Rv_TOL_LpH_2	W_1	W_2	W_3	W_D516V_1	W_D516V_2	W_D516V_3	W_H526D_1	W_H526R_1	W_H526R_2	W_H526R_3	W_S531L_1	W_S531L_2	W_S531L_3
Rv1101c	-	1158	-	191.7	186.8	197.6	192.7	182.3	174.3	196.0	200.6	186.9	166.5	165.7	165.3	113.5	118.1	107.1	124.6	125.0	125.6	304.2	286.9	198.5	194.1	89.8	80.4	77.0	84.5	81.3	92.4	80.4	101.6	76.5	95.0	75.3	60.2	83.4
Rv1102c	-	312	-	526.9	600.5	645.5	532.0	507.4	480.7	487.6	498.5	457.8	483.3	497.3	476.1	252.3	248.8	229.5	278.1	277.2	303.1	861.4	874.0	666.0	575.3	253.5	232.6	200.9	231.0	212.2	192.6	184.6	317.6	253.6	266.7	203.6	162.8	212.6
Rv1103c	-	321	-	441.2	506.5	534.0	357.8	319.6	319.3	379.2	415.3	379.0	294.4	269.4	315.5	225.0	213.7	205.3	343.6	361.4	292.0	596.4	583.0	483.8	543.4	159.0	151.7	147.2	194.4	179.8	167.7	140.3	270.7	192.3	224.8	145.2	151.4	139.5
Rv1104	-	690	+	42.6	44.5	52.2	51.9	57.9	50.5	34.4	37.9	36.7	72.6	76.8	62.0	59.6	54.5	41.8	50.7	54.6	69.8	84.2	88.8	38.3	30.1	52.1	51.2	57.4	63.3	63.7	64.2	57.3	88.2	92.2	65.2	47.3	41.7	54.6
Rv1105	-	516	+	3.1	5.6	4.1	9.7	5.8	8.1	3.0	3.3	2.7	12.8	14.1	11.2	6.3	7.7	5.4	9.3	6.8	4.4	8.6	7.8	5.8	6.7	9.6	9.8	10.3	9.2	8.1	7.1	15.7	21.3	12.9	13.6	9.6	14.0	7.1
Rv1106c	-	1113	-	102.3	57.7	75.7	111.6	108.2	106.0	145.5	128.7	111.3	160.7	165.6	175.9	110.6	125.6	157.5	101.8	87.3	94.3	155.1	153.0	88.0	98.3	142.0	129.1	136.4	135.7	143.5	141.0	179.3	161.7	135.4	173.3	115.6	118.3	121.8
Rv1107c	xseB	258	-	307.3	184.9	209.7	321.1	322.6	317.8	354.3	306.7	320.1	439.7	442.6	518.0	245.4	267.6	354.9	230.3	204.6	185.5	393.4	356.2	178.9	233.8	372.4	344.6	401.6	402.9	474.9	401.5	522.7	359.0	352.4	371.8	399.7	414.6	369.6
Rv1108c	xseA	1248	-	200.9	148.3	168.4	201.2	204.2	219.3	219.6	220.6	187.7	293.9	293.8	358.1	208.7	217.5	272.1	189.8	187.2	167.9	229.0	246.2	186.9	158.6	270.6	287.0	272.6	298.2	338.9	308.3	325.5	243.2	231.4	267.5	284.9	292.9	279.8
Rv1109c	-	639	-	726.2	499.3	592.1	421.8	428.3	392.2	474.6	508.0	546.3	479.9	574.2	596.9	381.9	358.4	524.7	372.8	340.3	374.7	651.7	668.9	513.9	468.3	765.4	648.3	659.6	956.2	869.8	786.6	593.3	793.6	723.2	739.4	574.5	579.0	555.1
Rv1110	ispH	1008	+	222.2	244.9	210.2	182.4	180.2	218.7	136.1	112.9	147.4	158.1	133.6	165.6	185.7	206.0	256.2	338.2	325.3	358.7	268.3	262.8	145.8	117.2	233.8	228.6	251.9	265.7	307.9	336.5	293.9	305.8	372.6	352.4	240.9	304.4	254.0
Rv1111c	-	984	-	232.1	184.1	203.8	335.2	268.6	251.4	266.1	282.4	253.5	494.1	490.8	533.4	256.6	253.6	216.2	310.3	344.5	308.1	503.2	491.4	285.3	228.5	415.5	419.3	416.0	275.0	297.1	296.0	371.5	381.6	293.5	344.2	457.4	384.2	388.8
Rv1112	-	1074	+	8.2	5.1	7.3	15.2	13.0	11.6	9.9	8.9	5.8	22.3	20.9	22.3	12.0	13.6	9.6	19.9	25.0	22.1	30.1	22.6	9.4	5.5	18.8	14.3	20.6	15.5	12.8	13.3	11.5	12.1	13.4	9.6	16.2	18.8	20.8
Rv1113	-	198	+	47.1	52.6	53.0	64.3	66.0	50.0	38.7	43.6	41.5	81.2	89.6	99.2	52.4	49.4	39.3	50.7	50.3	57.0	145.8	102.3	51.5	29.4	90.4	72.9	106.9	75.3	66.6	69.3	86.5	73.5	91.1	76.8	83.4	83.4	79.3
Rv1114	-	375	+	38.9	43.3	41.6	60.7	67.4	65.2	33.3	40.1	36.2	81.3	73.4	93.3	62.9	46.2	37.8	43.7	53.7	52.9	126.2	95.5	51.0	34.2	94.3	85.1	88.9	62.1	59.8	73.9	79.8	71.1	94.5	69.8	79.8	95.8	78.9
Rv1115	-	699	+	4.2	6.5	11.9	20.0	19.4	21.0	9.2	11.4	9.6	35.9	40.5	35.8	19.1	18.8	15.3	18.7	12.5	19.1	39.3	40.5	17.0	15.1	38.0	34.7	30.5	19.4	21.1	18.9	28.1	27.1	36.2	22.2	27.8	31.7	41.1
Rv1116	-	186	+	0.0	0.0	4.6	9.7	1.8	7.4	3.1	3.3	1.6	10.6	16.0	10.2	2.7	7.9	5.0	5.0	3.0	4.5	16.3	9.3	3.8	7.4	12.8	12.8	15.7	7.1	7.5	5.9	10.9	6.7	12.2	7.4	9.7	13.0	17.5
Rv1116A	-	276	-	116.1	84.4	86.2	98.4	85.6	75.2	154.8	160.6	137.7	73.4	88.6	86.6	62.4	66.7	56.8	43.1	32.1	30.7	97.9	93.4	117.6	85.3	90.5	58.5	87.8	88.8	96.8	101.0	60.8	93.2	45.3	72.4	92.8	61.6	75.7
Rv1117	-	324	+	427.8	499.8	447.4	485.2	426.8	396.0	354.3	362.5	352.5	563.0	509.2	414.2	331.9	407.3	452.4	491.4	451.9	426.9	627.2	598.4	292.6	330.2	545.0	477.0	459.7	556.5	470.3	445.2	762.5	665.3	649.7	535.8	330.7	372.1	405.0
Rv1118c	-	861	-	49.7	35.9	31.8	49.8	46.8	44.5	58.0	66.7	54.5	52.1	58.0	50.7	33.5	33.1	19.1	17.6	20.4	21.8	49.1	48.3	39.5	32.0	32.9	37.5	45.0	34.6	38.3	36.7	38.0	37.6	32.2	35.8	36.4	28.7	37.7
Rv1119c	-	150	-	15.7	11.1	2.7	7.2	4.2	6.0	7.1	13.6	5.9	9.6	2.7	7.9	0.0	3.0	3.1	3.0	5.4	5.1	4.2	6.6	10.8	14.3	6.9	5.7	15.4	7.7	7.4	6.2	13.6	8.5	4.6	4.5	10.4	15.0	7.7
Rv1120c	-	495	-	11.1	7.5	1.4	4.0	4.0	1.1	2.5	8.2	4.7	3.9	3.1	4.5	0.0	2.8	3.1	1.0	2.1	1.0	2.1	3.2	8.0	5.3	4.1	4.8	7.2	5.1	5.7	3.8	8.5	4.7	2.8	4.6	4.2	4.7	4.6
Rv1121	zwf1	1401	+	96.6	134.0	117.9	140.1	145.6	163.4	113.3	88.7	82.8	171.8	157.4	181.7	92.5	87.8	87.3	49.5	44.8	37.4	136.2	138.2	64.2	60.0	151.1	159.8	159.1	113.0	117.6	119.7	146.8	75.3	88.4	70.3	162.3	185.4	159.7
Rv1122	gnd2	1023	+	104.2	117.4	128.5	167.4	149.5	169.7	97.4	84.1	87.1	151.4	155.9	169.9	99.5	93.2	78.0	42.4	40.5	32.5	169.3	164.2	63.4	42.0	169.8	168.4	199.8	143.1	173.9	166.6	161.3	80.5	106.9	92.9	203.7	209.2	184.3
Rv1123c	bpoB	909	-	84.5	59.7	55.6	59.3	65.4	55.5	84.0	72.2	78.3	101.0	94.9	101.1	48.3	39.2	47.6	25.3	26.9	27.6	70.5	71.0	55.7	47.9	52.7	51.7	67.9	68.8	61.2	70.6	92.4	75.9	67.2	70.3	67.3	65.9	60.4
Rv1124	ephC	951	+	33.9	29.8	39.5	43.6	46.1	37.8	21.7	22.5	20.5	53.0	51.3	61.0	24.4	25.6	22.2	15.3	20.1	17.8	38.8	35.9	11.2	12.5	27.7	38.9	34.7	35.9	35.8	38.8	52.0	29.4	42.4	32.9	35.1	38.6	38.8
Rv1125	-	1245	+	23.9	27.2	32.2	33.2	39.5	41.5	16.9	18.1	16.4	52.9	51.6	51.8	39.1	22.0	20.1	13.2	13.6	13.1	28.6	33.6	16.9	16.7	28.0	30.8	30.9	25.5	30.1	25.4	60.4	33.5	39.7	35.7	36.3	35.7	36.1
Rv1126c	-	606	-	94.6	86.9	88.1	84.9	93.2	110.7	92.8	90.6	74.6	117.2	115.9	91.4	60.1	59.4	65.6	45.8	51.4	41.8	79.8	100.2	132.9	115.6	90.9	92.9	85.2	91.2	103.2	85.5	97.8	62.9	73.3	74.6	106.1	108.8	99.2
Rv1127c	ppdK	1473	-	97.0	90.6	108.7	81.2	81.9	87.4	87.8	95.8	86.9	107.0	115.5	105.9	65.6	53.3	79.8	44.0	44.8	37.4	106.9	103.9	105.6	105.4	91.2	91.7	95.1	75.2	85.3	96.5	92.9	69.2	71.2	67.6	96.4	92.4	95.1
Rv1128c	-	1356	-	45.2	86.9	84.5	17.4	14.7	13.4	14.5	20.5	15.8	49.9	44.4	39.5	14.4	18.5	11.2	9.0	6.9	9.1	34.4	34.6	65.6	54.4	49.6	37.5	37.7	34.6	30.6	25.2	34.8	23.5	19.4	21.5	34.5	46.3	51.6
Rv1129c	-	1461	-	7.4	15.6	11.1	9.1	4.8	6.4	12.1	7.0	10.4	67.6	71.2	54.7	26.1	24.7	31.0	22.4	19.8	12.8	20.4	26.7	166.4	196.9	41.0	35.6	48.4	25.8	27.4	25.1	37.0	33.8	31.3	37.0	39.1	32.0	36.6
Rv1130	-	1581	+	4.8	5.6	4.6	3.5	0.8	1.8	2.9	5.4	5.3	127.3	149.9	105.6	8.0	5.9	6.9	6.5	7.5	10.9	7.5	5.9	742.0	764.9	3.9	4.3	4.4	3.6	3.6	4.2	8.9	6.8	6.3	5.7	3.3	2.7	4.1
Rv1131	gltA1	1182	+	3.5	5.0	3.5	1.5	1.6	1.8	4.8	4.6	2.8	115.4	130.9	90.2	9.1	4.6	6.0	4.1	9.1	5.7	4.7	5.7	760.6	823.7	3.2	3.3	4.5	4.0	3.8	3.2	7.4	4.3	6.0	5.5	4.6	5.5	4.5
Rv1132	-	1731	+	57.4	65.1	53.4	54.3	52.5	53.2	34.8	33.0	39.8	92.4	102.6	102.2	34.8	21.8	16.7	14.2	11.5	13.6	83.6	82.3	216.3	251.5	47.6	44.7	57.0	73.2	66.9	77.2	39.2	47.8	78.5	55.3	44.9	37.2	42.9
Rv1133c	metE	2280	-	826.5	489.0	856.1	1615.0	1702.6	1446.7	1657.5	1302.9	1133.9	1510.4	1538.4	1813.6	1627.9	1423.3	1334.3	1111.9	1069.2	1179.0	1186.5	1264.4	786.7	654.9	1034.1	1225.1	1372.9	1251.7	1407.4	1337.8	941.8	924.4	769.7	1059.7	1832.6	1695.5	1453.3
Rv1134	-	237	+	6.2	7.4	10.9	12.2	9.3	11.8	9.6	9.3	3.2	11.3	13.2	9.0	26.8	22.4	21.8	6.5	10.0	7.8	7.5	5.7	9.7	3.9	8.5	8.2	15.1	12.0	12.3	7.6	11.3	8.5	13.0	7.2	10.7	13.7	3.9
Rv1135c	PPE16	1857	-	15.0	16.8	14.6	17.0	12.5	12.1	19.5	18.9	13.7	18.4	15.3	12.0	12.0	19.5	18.3	15.8	12.1	19.0	16.1	18.1	34.1	31.5	18.7	18.0	19.3	13.1	13.8	13.1	14.4	19.5	14.0	17.5	21.9	19.8	20.9
Rv1135A	-	243	+	3.3	0.0	0.5	3.8	2.4	2.0	3.7	4.1	5.5	9.9	5.4	10.3	0.9	3.4	1.0	0.9	1.4	0.6	4.9	4.6	3.3	6.5	1.9	2.7	2.4	1.8	2.5	2.0	1.9	1.5	1.6	0.9	3.1	2.9	2.7
Rv1136	-	342	+	4.3	2.7	9.0	8.0	8.2	5.6	5.9	4.1	3.9	14.6	9.1	8.3	4.4	5.2	1.4	2.2	4.0	3.0	8.6	7.5	8.1	6.1	7.0	7.7	3.1	7.4	3.6	2.7	2.6	0.8	2.2	1.8	4.6	2.7	3.1
Rv1137c	-	369	-	25.4	12.6	22.6	32.8	32.9	33.6	27.5	32.5	22.5	49.2	41.3	24.4	29.1	22.8	18.2	11.2	14.9	13.6	27.1	24.6	68.6	72.5	38.0	34.3	34.3	34.5	38.2	33.8	45.5	32.5	17.7	34.1	42.2	25.4	38.0
Rv1138c	-	1017	-	54.5	30.6	44.8	36.8	43.5	39.5	53.6	45.0	41.4	53.6	44.0	52.5	27.7	24.8	28.9	22.3	20.4	19.2	41.6	37.6	76.5	81.1	30.9	42.6	37.3	41.9	46.9	46.3	55.6	36.4	27.0	38.2	45.2	47.7	43.7
Rv1139c	-	501	-	86.6	56.5	74.9	69.2	67.4	60.9	88.5	81.1	77.3	70.0	62.2	64.5	32.2	36.3	35.6	27.4	26.9	22.9	70.3	49.2	149.7	161.1	52.3	46.6	53.5	48.3	58.8	67.2	70.8	53.1	43.8	50.2	59.8	42.8	60.4
Rv1140	-	849	+	86.0	104.3	83.4	132.6	108.9	114.8	65.9	63.5	45.4	174.1	192.4	167.8	60.9	55.6	48.3	53.6	63.6	48.7	180.7	176.7	81.3	65.2	162.7	177.5	170.0	140.2	142.2	145.3	183.8	105.9	149.8	105.1	182.4	179.6	191.9
Rv1141c	echA11	807	-	58.8	55.8	46.7	60.5	64.2	53.1	86.0	87.3	62.9	94.0	89.8	70.1	35.1	58.6	37.0	52.1	51.5	60.2	73.7	69.0	153.5	109.4	90.7	97.0	59.7	52.6	54.0	56.9	59.6	70.4	55.0	57.2	75.3	50.2	92.4
Rv1142c	echA10	807	-	178.3	146.4	191.7	172.6	195.0	206.5	152.5	121.7	123.1	221.9	241.0	233.2	148.6	163.2	222.8	122.2	125.0	78.8	257.1	239.4	77.3	73.4	296.2	266.2	257.0	288.4	251.0	213.9	170.1	155.2	151.6	151.6	269.9	222.0	272.2
Rv1143	mcr	1083	+	18.5	19.6	20.3	27.1	33.1	27.8	21.9	18.4	15.7	46.4	45.9	41.5	49.3	32.6	33.0	33.4	26.2	20.9	32.5	35.3	17.2	13.5	33.2	35.2	34.3	30.6	32.3	29.9	32.0	27.4	25.9	31.8	36.4	38.2	38.9
Rv1144	-	753	+	16.9	15.3	25.2	34.0	43.4	35.8	23.7	16.8	15.0	46.4	49.1	41.5	22.8	30.7	23.7	32.9	29.2	27.8	36.7	37.4	18.1	14.7	31.7	31.9	30.0	36.0	39.3	37.8	25.3	22.2	39.2	34.5	37.8	33.0	34.9
Rv1145	mmpL13a	912	+	33.2	26.9	24.3	18.1	17.7	16.8	16.0	17.3	20.0	17.5	18.3	22.0	30.1	28.5	26.2	19.6	17.1	19.6	18.0	24.7	12.9	17.9	10.6	11.0	15.7	11.6	11.3	13.2	14.3	17.7	19.6	17.6	10.9	16.1	11.9
Rv1146	mmpL13b	1413	+	28.7	33.4	20.3	22.2	21.9	21.4	20.5	16.6	25.3	22.2	16.4	22.5	36.9	30.7	24.2	19.9	18.4	17.5	22.7	20.6	12.6	16.4	18.4	20.1	20.8	15.7	17.5	21.6	21.1	16.7	24.4	20.4	18.7	18.5	18.4
Rv1147	-	651	+	14.0	18.9	15.9	15.7	12.2	14.9	15.2	16.8	15.7	12.2	19.6	21.5	17.3	21.8	19.5	11.4	11.6	10.6	16.8	17.7	9.2	8.6	10.6	21.0	20.7	10.7	15.0	13.0	26.2	15.1	21.7	16.8	20.1	18.2	13.7
Rv1148c	-	1449	-	43.5	31.7	43.0	32.6	30.1	32.7	36.3	38.4	37.9	33.0	34.2	26.6	36.8	47.4	46.1	76.6	75.1	76.4	32.0	39.8	104.2	84.8	44.8	49.5	46.0	41.0	44.9	42.3	40.4	49.0	30.7	41.3	47.7	47.7	49.6
Rv1149	-	408	+	55.9	78.7	67.1	74.3	71.6	71.6	53.5	58.1	51.3	69.5	63.3	60.1	60.1	75.8	60.1	140.0	170.6	154.5	70.6	81.2	61.4	70.1	66.2	72.2	50.2	51.7	54.7	56.6	49.1	37.3	50.1	37.9	68.1	55.2	62.2
Rv1151c	-	714	-	92.0	113.3	101.8	72.9	69.5	79.4	59.9	66.7	59.4	52.6	53.1	55.3	68.6	66.3	67.5	72.1	71.9	72.6	87.0	87.9	56.1	73.4	66.4	62.2	64.7	92.9	85.2	90.9	112.7	135.0	126.2	106.9	84.4	93.8	81.7
Rv1152	-	366	+	100.0	116.8	88.8	97.5	99.0	106.5	38.2	45.4	42.1	57.9	55.3	49.3	52.3	69.7	65.8	134.3	196.5	144.2	95.6	93.5	45.5	54.9	151.9	148.9	135.0	145.7	149.8	128.0	147.1	125.8	182.6	123.3	125.7	109.2	145.5
Rv1153c	omt	849	-	48.6	38.6	43.5	47.1	42.1	44.1	50.1	58.4	50.7	58.6	57.1	68.4	50.9	55.8	49.5	54.7	48.3	48.8	65.0	52.9	71.9	79.4	48.4	50.0	53.1	64.0	59.7	57.7	67.1	86.8	68.1	80.9	50.6	38.0	48.1
Rv1154c	-	642	-	28.3	33.3	33.0	22.3	21.4	23.9	23.8	42.0	36.7	31.9	29.6	31.2	33.9	28.7	39.4	38.9	37.6	28.4	29.1	30.9	40.1	39.0	31.8	29.8	26.0	48.5	45.0	34.0	46.2	54.4	44.6	48.5	27.6	19.2	19.2
Rv1155	-	444	+	354.0	362.0	362.5	279.1	285.7	322.3	179.6	200.4	236.3	211.2	240.8	250.2	188.1	202.2	262.2	198.0	189.2	205.9	337.4	277.5	180.1	138.5	354.9	267.4	269.4	331.7	298.3	272.5	251.1	171.8	293.5	248.2	218.6	229.9	247.5
Rv1156	-	588	+	468.5	524.0	453.5	501.0	508.7	555.9	319.2	300.6	373.7	462.4	456.9	488.5	438.1	398.1	412.0	453.1	497.4	430.0	759.9	685.2	237.8	188.5	649.8	642.8	750.9	676.9	704.9	687.8	519.5	507.7	767.7	567.0	596.3	665.1	615.8
Rv1157c	-	1116	-	264.2	195.0	197.6	312.4	279.3	263.2	171.8	238.0	185.9	257.5	296.9	337.5	57.3	46.5	47.0	6.3	6.5	11.0	381.5	437.8	88.3	101.5	261.0	283.9	296.7	274.6	288.1	254.6	325.8	252.8	228.7	242.1	340.1	279.4	300.5
Rv1158c	-	684	-	431.2	314.1	360.9	561.3	491.0	433.5	318.9	417.2	334.9	444.4	581.8	643.8	139.0	92.1	80.7	10.5	13.0	19.4	682.8	727.8	159.5	111.4	511.1	606.0	612.0	486.6	528.2	518.3	564.9	525.1	393.9	429.7	683.0	572.5	597.5
Rv1159	pimE	1296	+	84.5	101.3	87.1	86.5	86.8	86.6	64.0	58.2	65.9	72.2	68.5	70.8	106.5	84.9	99.0	83.7	76.7	79.1	99.4	88.6	61.7	51.6	71.1	70.9	72.8	78.1	74.1	92.5	85.5	69.5	87.4	70.3	66.3	65.0	57.9
Rv1159A	phhB	285	-	460.6	353.8	356.9	274.9	250.7	308.1	319.7	349.0	368.0	232.3	193.1	172.1	175.7	228.4	258.5	252.5	277.5	275.9	381.0	352.6	387.6	435.8	377.2	321.2	398.3	515.4	524.6	491.8	356.9	353.5	342.5	351.0	298.7	340.6	316.4
Rv1160	mutT2	426	+	32.7	35.3	42.6	46.8	44.4	32.8	28.4	32.2	36.9	61.0	69.9	63.0	49.2	45.1	42.0	23.5	21.3	21.9	60.1	44.7	32.3	23.3	32.2	31.7	28.1	39.4	33.9	41.0	33.9	28.4	31.3	30.1	31.6	52.3	28.1
Rv1161	narG	3699	+	438.7	473.9	406.2	352.0	347.9	356.7	414.3	378.2	409.8	288.6	281.2	296.9	454.5	432.2	558.5	601.1	613.5	511.2	228.5	229.1	526.8	505.1	247.5	256.3	260.7	338.4	344.5	368.5	294.1	251.8	240.5	267.0	262.7	306.3	264.1
Rv1162	narH	1677	+	271.3	244.2	235.2	279.6	290.2	278.4	278.2	274.3	309.7	232.8	214.1	207.7	331.0	296.1	354.5	368.7	346.9	310.5	171.7	172.2	357.7	331.6	180.8	179.5	213.2	257.1	302.5	287.9	215.0	207.6	205.9	217.9	210.3	211.5	208.7
Rv1163	narJ	606	+	243.6	233.3	276.5	334.3	365.0	363.1	315.9	325.6	321.6	260.0	251.6	342.7	533.9	408.5	491.8	584.7	591.5	412.6	186.9	181.2	434.6	394.8	195.6	238.4	233.8	303.3	384.9	335.3	283.1	225.1	214.3	248.5	261.6	284.0	249.2
Rv1164	narI	741	+	236.5	220.9	183.4	331.2	287.7	282.9	296.1	321.6	325.6	240.3	192.1	246.5	295.0	287.8	342.1	358.5	335.5	266.4	251.8	218.6	364.6	421.8	186.4	203.9	224.7	301.0	304.2	306.2	230.0	215.7	247.9	207.7	197.1	200.7	204.0
Rv1165	typA	1887	+	61.1	46.2	55.4	113.9	118.5	111.9	91.8	83.1	83.7	113.5	113.0	116.6	102.5	104.7	122.0	95.0	92.5	66.8	89.2	88.1	61.5	64.2	88.9	96.7	93.2	89.5	87.2	94.2	117.2	58.7	78.9	62.5	88.6	94.4	87.1
Rv1166	lpqW	1908	+	107.9	96.0	125.4	187.0	181.2	168.8	132.4	132.4	120.4	186.4	185.5	198.8	170.0	158.5	150.4	164.4	166.1	146.4	152.0	157.3	84.8	76.0	137.7	156.9	155.1	161.6	146.3	151.6	175.3	102.7	111.1	106.0	140.3	143.5	143.1
Rv1167c	-	606	-	316.8	364.5	424.8	204.8	209.7	185.2	272.2	278.8	270.0	179.9	179.5	162.1	294.1	327.3	301.6	229.0	211.4	224.4	212.4	220.7	313.8	368.4	189.0	169.2	188.1	213.4	208.3	184.1	225.4	332.0	234.8	290.0	157.3	167.8	152.8
Rv1168c	PPE17	1041	-	433.7	834.8	894.0	166.6	125.3	126.1	317.6	321.8	437.5	103.1	88.8	90.2	289.7	353.3	278.0	216.2	206.0	212.4	103.1	82.6	436.6	563.1	74.4	68.6	81.3	77.7	89.0	106.8	264.3	119.9	109.4	92.6	76.0	79.1	82.4
Rv1169c	PE11	303	-	256.5	681.4	877.0	74.3	42.2	44.8	108.6	114.6	212.0	33.8	22.6	17.8	217.9	247.2	160.6	241.4	199.7	248.9	30.8	26.5	296.9	442.9	18.5	11.0	11.5	22.5	17.7	10.9	26.0	29.3	10.0	24.6	18.0	9.3	13.1
Rv1170	mshB	912	+	66.8	93.5	92.5	79.0	70.3	63.1	71.3	68.6	66.7	69.3	79.5	71.2	144.3	153.8	118.5	101.7	103.4	97.5	75.1	73.7	57.7	48.8	49.0	46.4	48.7	46.6	54.1	58.6	48.8	64.5	59.2	59.1	39.4	41.6	47.6
Rv1171	-	441	+	196.2	252.8	224.2	150.8	121.5	119.9	192.5	212.0	192.5	102.4	94.7	120.6	204.2	194.5	197.7	132.7	100.0	120.5	100.7	104.4	184.0	172.8	67.6	85.7	80.0	100.2	102.6	102.8	173.5	153.3	112.7	124.8	58.5	64.5	65.9
Rv1172c	PE12	927	-	471.4	423.6	522.8	588.1	488.3	460.2	825.0	845.6	660.1	488.6	451.5	434.6	266.7	328.6	198.9	269.4	257.2	305.9	396.6	423.3	951.4	918.0	261.2	276.7	269.8	202.5	185.5	197.6	269.6	450.7	240.3	374.8	312.4	286.2	316.6
Rv1173	fbiC	2571	+	183.4	174.5	167.0	202.3	247.8	229.7	129.7	124.2	133.2	261.3	239.2	254.3	210.2	197.8	262.2	232.0	252.4	238.4	206.9	212.0	78.0	67.0	208.9	214.4	206.3	217.2	237.5	212.4	309.1	189.2	256.8	202.4	180.3	210.8	174.3
Rv1174c	TB8.4	333	-	2325.1	1984.9	2433.2	2845.0	2775.5	2761.1	4361.6	4156.5	3077.1	1902.6	1684.3	1404.0	2376.0	2874.8	2917.8	1889.1	1551.0	1857.1	1906.9	2094.3	3021.7	3060.7	2294.2	2328.2	2043.0	2133.3	1909.4	2069.2	1917.0	3018.9	1794.0	2234.6	1992.9	1620.4	2118.9
Rv1175c	fadH	2025	-	197.6	219.5	226.0	161.6	136.8	129.5	163.8	173.0	155.6	144.6	149.5	140.8	121.0	135.5	126.3	123.9	112.0	139.3	207.6	204.6	231.9	194.0	142.6	135.1	143.1	134.7	125.8	139.6	119.1	236.9	201.7	203.0	145.8	134.1	142.6
Rv1176c	-	570	-	112.1	129.3	144.2	66.1	46.7	38.8	58.0	60.7	66.4	62.1	65.7	47.2	39.9	58.2	43.8	55.2	34.1	66.5	79.4	87.2	123.9	96.5	42.0	35.6	44.7	46.4	47.5	50.4	34.4	101.3	81.4	76.1	38.2	27.0	47.7
Rv1177	fdxC	327	+	850.4	1118.8	1044.4	1199.1	1511.5	1568.9	802.8	720.6	817.0	1258.6	1329.4	1339.2	870.2	825.3	839.6	926.7	854.9	935.0	984.5	988.8	416.6	332.0	1229.4	1318.8	1112.7	950.4	933.9	802.4	856.6	576.8	1051.7	635.2	1162.7	1221.5	1271.3
Rv1178	-	1089	+	359.6	452.7	427.4	594.5	787.9	790.0	397.5	294.9	329.7	813.1	776.2	894.3	604.3	523.1	618.0	607.0	585.7	584.0	416.3	415.5	143.5	116.2	495.6	532.2	446.1	317.5	378.0	328.9	466.2	218.6	357.4	270.9	504.2	583.4	527.0
Rv1179c	-	2820	-	130.2	118.1	116.8	147.4	137.4	148.6	162.3	175.3	137.6	121.6	114.4	132.4	116.4	108.2	114.5	33.1	35.2	36.6	96.6	105.7	181.7	134.8	31.3	29.7	33.0	43.4	44.1	43.6	34.4	26.8	22.6	19.6	47.7	41.0	40.9
Rv1180	pks3	1467	+	479.1	446.1	405.1	352.2	297.7	282.7	431.5	398.9	423.9	144.8	137.1	148.5	307.2	269.7	265.7	114.8	106.2	112.2	146.9	143.9	445.1	331.1	26.7	38.4	39.0	46.3	51.4	57.2	32.5	27.7	33.8	27.4	56.3	56.0	53.3
Rv1181	pks4	4749	+	458.6	380.0	372.6	508.6	528.1	549.8	448.5	489.1	464.5	178.4	166.8	186.3	311.9	299.0	277.0	136.8	157.0	147.6	166.2	170.0	555.1	425.8	48.6	50.6	61.8	85.5	89.1	97.3	56.2	40.7	41.5	36.7	83.5	92.9	83.1
Rv1182	papA3	1419	+	622.1	530.2	610.8	1178.6	986.6	1016.8	744.0	916.1	852.8	253.1	251.2	214.2	537.8	564.4	391.9	184.0	188.3	182.5	419.0	399.3	1153.9	829.1	138.7	139.7	136.1	238.5	235.9	247.0	107.7	109.2	107.8	103.7	164.6	158.2	181.6
Rv1183	mmpL10	3009	+	408.6	344.2	403.3	801.8	791.2	819.3	642.3	701.1	605.3	202.2	183.8	186.8	387.5	376.5	377.1	101.3	101.4	75.1	179.1	171.5	471.9	350.7	78.0	71.8	75.3	125.6	118.5	113.4	78.4	45.5	51.0	57.4	81.1	83.7	87.1
Rv1184c	-	1080	-	1274.6	1254.2	1437.3	1410.3	1144.7	1274.3	1879.4	1884.2	1601.4	606.1	612.2	537.2	883.5	959.4	1229.9	252.3	247.5	190.1	748.0	754.9	2447.8	1787.4	135.2	133.7	131.1	118.8	121.8	109.2	104.8	123.9	99.0	113.5	146.9	114.9	158.7
Rv1185c	fadD21	1737	-	775.4	675.6	789.8	904.4	722.2	764.4	966.6	945.6	905.8	497.7	517.1	412.9	536.6	674.0	775.1	212.8	217.4	173.4	676.6	619.1	887.5	740.8	320.2	270.2	282.1	305.4	281.9	301.8	177.4	276.5	278.0	274.7	289.6	234.4	333.5
